symbol,run_start_date,peak_return_pct,peak_date,sector,market_cap_at_start,pct_below_52w_high,pct_above_52w_low,ret_10d,ret_30d,ret_60d,has_base,dist_ma50_pct,dist_ma200_pct,above_ma200,avg_vol_30d,avg_vol_90d,spike_days_2x,spike_days_3x,vol_trend_increasing,max_vol_ratio_30d,vol_ratio_on_start,signals_present,signals_list,green_on_start,vix,spy_regime,days_since_correction,revenue_growth_yoy,eps_positive,gross_margin
IONQ,2022-12-28,536.54,2023-08-01,Technology,18379812864.0,83.23,1.64,-28.24,-48.25,-41.06,False,-35.73,-51.35,False,3193887,2843470,1,0,True,2.4,1.19,1,vol_increasing,False,22.14,below_ma50,0,754.7,True,
APLD,2022-12-16,536.02,2023-07-25,Technology,11787993088.0,67.8,89.41,-14.81,-28.44,-8.52,False,-20.69,-29.23,False,705443,633022,2,1,True,3.35,10.45,2,"vol_3x,vol_increasing",False,22.62,below_ma50,0,139.3,False,
ROKU,2020-03-19,533.7,2021-02-16,Communication Services,19130771456.0,61.77,22.68,-36.58,-46.4,-50.69,False,-43.11,-45.73,False,14927573,15681867,1,1,True,4.05,0.84,2,"green_day,vol_increasing",True,72.0,below_ma50,0,22.4,True,
PLUG,2020-09-03,533.59,2021-01-26,Industrials,4351855616.0,8.43,508.33,-3.88,54.04,132.16,False,29.55,135.64,True,28336723,23216781,3,1,False,3.13,1.41,2,"above_ma200,near_52w_high",False,33.6,above_ma50,69,17.6,False,
QBTS,2023-05-03,532.61,2023-07-19,Technology,8360524288.0,96.64,2.3,-27.99,-19.09,-67.28,False,-28.81,-88.09,False,1183147,1681867,2,0,False,2.66,0.25,0,,False,18.34,above_ma50,0,19.2,False,
BE,2024-09-11,532.42,2025-09-11,Industrials,74248380416.0,44.05,20.66,-13.76,-22.34,-29.17,False,-17.29,-17.38,False,4814917,6330979,0,0,False,1.92,0.81,1,green_day,True,17.69,above_ma50,316,130.4,False,
RGTI,2023-03-20,532.3,2023-08-01,Technology,6294624768.0,94.76,7.54,-37.31,-52.48,-36.51,False,-42.04,-79.48,False,2133367,1368710,5,5,True,6.24,0.63,2,"green_day,vol_increasing",True,24.15,below_ma50,0,-17.9,False,
RUN,2020-01-14,531.96,2021-01-08,Technology,3485204992.0,28.85,33.68,10.92,9.8,-9.12,False,7.07,-5.56,False,1429367,1629474,0,0,False,1.65,1.07,1,green_day,True,12.39,above_ma50,363,43.2,True,
ZM,2019-09-25,528.81,2020-09-23,Technology,32188723200.0,25.45,33.5,-0.85,-16.17,-7.87,False,-11.87,-7.99,False,1924767,2302433,3,1,False,3.17,0.84,1,green_day,True,15.96,above_ma50,252,5.3,True,
SMCI,2022-06-23,528.24,2023-06-09,Technology,21239044096.0,25.64,31.93,-20.07,-15.07,3.63,False,-8.05,3.28,True,4572433,3683967,1,0,True,2.41,1.29,2,"above_ma200,vol_increasing",False,29.05,below_ma50,0,122.7,True,
VRT,2023-03-27,527.32,2024-03-26,Industrials,130585468928.0,26.79,68.81,-5.35,-9.47,5.99,False,-11.99,2.55,True,3652853,3018496,2,1,True,3.97,0.87,2,"above_ma200,vol_increasing",False,20.6,below_ma50,0,30.1,True,
QXO,2020-06-29,524.39,2021-06-28,Industrials,13599647744.0,72.85,23.46,-5.66,-1.48,7.53,False,-4.21,-27.45,False,5142,2248,6,3,True,27.81,0.37,2,"green_day,vol_increasing",True,31.78,above_ma50,3,14725.0,False,
PLUG,2019-08-21,521.36,2020-08-20,Industrials,4351855616.0,23.0,123.23,5.24,-3.91,-17.23,False,-1.92,8.67,True,2745430,3555496,0,0,False,1.91,0.36,1,above_ma200,False,15.8,below_ma50,217,17.6,False,
AA,2020-05-15,520.42,2021-05-11,Basic Materials,16672562176.0,73.01,31.98,-11.44,12.01,-57.7,False,-7.96,-58.12,False,9933963,8621003,1,0,True,2.41,0.78,1,vol_increasing,False,31.89,above_ma50,0,-5.2,True,
BBWI,2020-04-02,519.41,2021-03-30,Consumer Cyclical,3973276928.0,61.76,27.88,-4.75,-56.32,-42.53,False,-47.39,-47.37,False,15316979,12261584,2,1,True,3.49,1.56,2,"green_day,vol_increasing",True,50.91,below_ma50,0,-2.3,True,
QBTS,2024-12-16,519.36,2025-10-15,Technology,8360524288.0,7.06,634.21,81.16,380.77,439.37,False,155.73,242.38,True,37445203,15120057,14,9,True,6.85,10.84,5,"vol_3x,green_day,above_ma200,near_52w_high,vol_increasing",True,14.69,above_ma50,412,19.2,False,
PDD,2020-03-12,518.17,2021-02-17,Consumer Cyclical,140603097088.0,22.52,89.92,-0.34,-4.57,-3.84,True,-5.57,10.17,True,8311627,7244838,2,0,True,2.7,1.84,3,"above_ma200,vol_increasing,base_present",False,75.47,below_ma50,0,12.0,True,
SOUN,2024-06-25,518.11,2024-12-26,Technology,3785347072.0,61.17,167.11,-16.56,-21.81,-32.43,False,-13.7,17.5,True,22427537,54192802,0,0,False,1.63,0.17,1,above_ma200,False,12.84,above_ma50,238,59.4,False,
SE,2019-10-10,518.03,2020-10-09,Consumer Cyclical,53120786432.0,24.68,172.18,-11.86,-11.37,-16.58,False,-11.38,10.24,True,3468050,3520577,1,0,False,2.99,1.48,1,above_ma200,False,17.57,above_ma50,267,38.4,True,
AEHR,2022-07-05,517.02,2023-07-03,Technology,3058200064.0,74.38,197.85,-9.52,-14.95,-26.56,False,-13.31,-48.7,False,293473,507821,0,0,False,1.01,0.49,1,green_day,True,27.54,below_ma50,0,-43.7,False,
ENPH,2019-11-01,516.78,2020-10-20,Technology,4804045312.0,45.14,361.52,-21.49,-29.27,-38.47,False,-23.34,12.54,True,5397890,5343043,2,1,False,5.09,1.31,1,above_ma200,False,12.3,above_ma50,289,-20.6,True,
BBAI,2024-10-25,515.09,2025-02-13,Technology,2002008576.0,66.01,40.52,1.24,3.16,16.43,False,5.01,-5.49,False,3399293,4292138,2,1,False,5.29,0.55,0,,False,20.33,above_ma50,360,-0.9,False,
AR,2020-09-10,514.34,2021-09-03,Energy,11135505408.0,40.52,331.25,-20.92,-10.39,-28.5,False,-14.63,11.92,True,13611750,12429191,2,1,True,4.82,0.8,2,"above_ma200,vol_increasing",False,29.71,above_ma50,76,34.3,True,
PSKY,2020-03-12,514.07,2021-03-12,Communication Services,12411629568.0,62.77,3.56,-17.12,-42.92,-48.47,False,-40.69,-51.58,False,13879243,9148161,8,1,True,4.86,2.34,1,vol_increasing,False,75.47,below_ma50,0,2.2,True,
CRWD,2020-03-13,512.95,2021-02-16,Technology,134336749568.0,62.88,5.11,-36.59,-39.44,-23.52,False,-35.14,-41.06,False,4560057,4611089,0,0,False,1.73,1.09,0,,False,57.83,below_ma50,0,23.3,False,
BILI,2020-02-05,512.94,2021-02-04,Communication Services,9190717440.0,3.64,78.23,4.61,31.44,39.12,False,19.0,43.48,True,5277850,3363424,10,4,True,3.75,1.6,3,"above_ma200,near_52w_high,vol_increasing",False,15.15,above_ma50,385,7.6,True,
MSTR,2023-03-08,512.58,2024-03-08,Technology,65740513280.0,55.73,74.59,-13.83,-6.49,14.25,False,0.16,1.92,True,5227533,6380267,0,0,False,1.63,0.74,2,"green_day,above_ma200",True,19.11,above_ma50,0,11.9,False,
MP,2024-08-02,512.26,2025-08-05,Basic Materials,12003820544.0,48.12,4.88,-11.27,-7.24,-21.73,False,-12.65,-20.28,False,2771447,3153921,1,0,False,2.25,2.7,0,,False,23.39,below_ma50,276,118.6,False,
VKTX,2023-07-03,512.05,2024-02-28,Healthcare,3637589760.0,36.98,539.45,-23.1,-30.07,-0.67,False,-24.97,43.56,True,3484960,4415574,2,1,False,3.36,0.35,1,above_ma200,False,13.57,above_ma50,33,,False,
BTBT,2022-12-09,512.0,2023-07-03,Financial Services,587838976.0,90.76,3.42,-16.94,-29.44,-47.93,False,-26.93,-58.34,False,963617,1371317,2,0,False,2.29,0.3,0,,False,22.83,above_ma50,0,24.9,False,
AMC,2021-03-26,510.84,2021-06-02,Communication Services,1112625920.0,46.27,472.77,-1.97,95.01,377.73,False,33.21,111.9,True,13513949,12720379,5,1,False,3.5,0.67,1,above_ma200,False,18.86,above_ma50,273,21.2,False,
QXO,2022-12-29,510.53,2023-12-29,Industrials,13599647744.0,56.16,21.78,-14.91,-24.73,-13.02,False,-26.34,-13.86,False,766,5646,0,0,False,0.5,0.36,1,green_day,True,21.44,below_ma50,0,14725.0,False,
PLTR,2024-02-02,510.05,2025-02-04,Technology,330349608960.0,25.26,127.12,-2.68,-9.03,-11.92,True,-7.25,4.99,True,40995870,56345532,0,0,False,1.52,1.02,3,"green_day,above_ma200,base_present",True,13.85,above_ma50,94,84.7,True,
CELH,2019-08-21,508.63,2020-08-19,Consumer Defensive,8254627328.0,25.7,29.13,-11.33,-6.34,-4.77,False,-8.37,-0.85,False,335040,233103,6,1,True,3.15,1.21,2,"green_day,vol_increasing",True,15.8,below_ma50,217,137.7,True,
LAD,2020-03-19,508.19,2021-03-17,Consumer Cyclical,6704683008.0,61.54,13.71,-44.71,-55.21,-59.84,False,-49.82,-52.51,False,288580,221982,4,1,True,4.05,1.68,2,"green_day,vol_increasing",True,72.0,below_ma50,0,1.0,True,
RIOT,2019-11-29,507.91,2020-11-30,Financial Services,9105882112.0,78.01,5.47,-15.09,-21.51,-34.78,False,-18.11,-51.39,False,600730,709871,2,0,False,2.35,0.41,1,green_day,True,12.62,above_ma50,317,3.6,False,
RKLB,2023-12-18,507.57,2024-11-29,Industrials,61040865280.0,42.73,32.47,0.66,0.0,2.9,False,4.29,-6.91,False,4672097,4088836,2,2,True,6.09,1.58,1,vol_increasing,False,12.56,above_ma50,48,63.5,False,
APP,2024-05-15,506.86,2025-02-14,Communication Services,157404463104.0,5.72,296.67,19.64,14.52,45.54,False,16.94,70.7,True,4265040,4289566,1,1,False,3.53,1.24,2,"above_ma200,near_52w_high",False,12.45,above_ma50,197,59.0,True,
TSLA,2019-07-17,506.61,2020-07-15,Consumer Cyclical,1608764358656.0,34.86,42.6,12.39,30.36,-3.95,False,14.89,-10.79,False,148863200,159896583,0,0,False,1.9,0.92,0,,False,13.97,above_ma50,182,15.8,True,
CLSK,2023-09-28,506.22,2024-03-25,Financial Services,3631691264.0,51.31,112.64,-20.09,-40.51,-30.06,False,-27.84,-4.44,False,9980393,10336012,0,0,False,1.93,1.1,1,green_day,True,17.34,below_ma50,120,11.6,False,
BBAI,2022-11-09,504.95,2023-02-06,Technology,2002008576.0,93.3,2.86,-6.9,-9.24,-39.66,False,-20.47,-77.5,False,2312487,1073857,3,2,True,50.88,0.11,1,vol_increasing,False,26.09,below_ma50,0,-0.9,False,
CLOV,2024-03-15,504.01,2025-01-24,Healthcare,1640290432.0,55.52,2.4,-16.18,-27.5,-26.17,False,-21.91,-29.37,False,11694873,8911862,3,2,True,3.66,1.57,2,"green_day,vol_increasing",True,14.41,above_ma50,136,62.0,False,
SMMT,2023-06-02,503.31,2024-05-30,Healthcare,14033019904.0,70.42,159.09,5.56,7.55,12.5,False,3.41,-13.04,False,1703103,2173501,0,0,False,1.74,0.58,1,green_day,True,14.6,above_ma50,2,,False,
RIOT,2023-01-03,502.08,2023-07-13,Financial Services,9105882112.0,86.23,4.31,-10.79,-26.78,-52.65,False,-29.6,-57.13,False,9147347,10809667,0,0,False,1.67,0.67,0,,False,22.9,below_ma50,0,3.6,False,
OPEN,2024-10-31,501.14,2025-09-11,Real Estate,4833330688.0,62.37,16.46,1.1,-15.98,15.0,False,-7.93,-22.41,False,30355207,29075376,0,0,False,1.59,1.12,0,,False,23.16,above_ma50,366,-37.6,False,
SMMT,2022-11-22,501.11,2023-01-04,Healthcare,14033019904.0,83.71,0.91,-12.94,-18.53,-18.53,False,-21.57,-40.5,False,196753,1524869,0,0,False,0.3,0.11,0,,False,21.29,above_ma50,0,,False,
